dataset,model,best_params,final_test_results-accuracy,final_test_results-f1_score,final_test_results-training_time
impute_standard,RandomForestModel,"{""n_estimators"": 200, ""max_depth"": 6, ""min_samples_split"": 2, ""min_samples_leaf"": 3, ""max_features"": null, ""bootstrap"": true, ""criterion"": ""gini""}",0.955503512880562,0.9368770764119602,0.3836483955383301
mean_standard,RandomForestModel,"{""n_estimators"": 300, ""max_depth"": 12, ""min_samples_split"": 4, ""min_samples_leaf"": 2, ""max_features"": null, ""bootstrap"": true, ""criterion"": ""gini""}",0.955503512880562,0.9368770764119602,0.670839786529541
