dataset,model,best_params,final_test_results-accuracy,final_test_results-f1_score,final_test_results-training_time
impute_standard,RandomForestModel,"{""n_estimators"": 300, ""max_depth"": 14, ""min_samples_split"": 6, ""min_samples_leaf"": 1, ""max_features"": ""log2"", ""bootstrap"": true, ""criterion"": ""gini"", ""feature_EducationLevel"": 1, ""feature_SleepQuality"": 0, ""feature_Hypertension"": 1, ""feature_CholesterolHDL"": 1, ""feature_MMSE"": 1, ""feature_FunctionalAssessment"": 1, ""feature_MemoryComplaints"": 1, ""feature_BehavioralProblems"": 1, ""feature_ADL"": 1, ""feature_Asian"": 1}",0.955503512880562,0.9364548494983278,0.8019492626190186
mean_standard,RandomForestModel,"{""n_estimators"": 100, ""max_depth"": 10, ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": ""log2"", ""bootstrap"": true, ""criterion"": ""gini"", ""feature_EducationLevel"": 1, ""feature_SleepQuality"": 1, ""feature_Hypertension"": 1, ""feature_CholesterolHDL"": 1, ""feature_MMSE"": 1, ""feature_FunctionalAssessment"": 1, ""feature_MemoryComplaints"": 1, ""feature_BehavioralProblems"": 1, ""feature_ADL"": 1, ""feature_Asian"": 1}",0.9578454332552693,0.94,0.12627577781677246
