dataset,model,best_params,final_test_results-accuracy,final_test_results-f1_score,final_test_results-training_time
impute_standard,RandomForestModel,"{""n_estimators"": 200, ""max_depth"": 16, ""min_samples_split"": 2, ""min_samples_leaf"": 4, ""max_features"": null, ""bootstrap"": true, ""criterion"": ""entropy""}",0.955503512880562,0.9368770764119602,0.339463472366333
mean_standard,RandomForestModel,"{""n_estimators"": 400, ""max_depth"": 8, ""min_samples_split"": 4, ""min_samples_leaf"": 2, ""max_features"": ""log2"", ""bootstrap"": true, ""criterion"": ""entropy""}",0.9578454332552693,0.94,0.4618568420410156
