dataset,model,best_params,final_test_results-accuracy,final_test_results-f1_score,final_test_results-training_time
impute_standard,LogisticRegressionModel,"{""solver"": ""lbfgs"", ""penalty"": ""l2"", ""class_weight"": null, ""C"": 3.4875380944462457, ""max_iter"": 1700}",0.8266978922716628,0.7448275862068966,0.011560440063476562
mean_standard,LogisticRegressionModel,"{""solver"": ""lbfgs"", ""penalty"": ""l2"", ""class_weight"": null, ""C"": 3.4875380944462457, ""max_iter"": 1700}",0.8266978922716628,0.7448275862068966,2.9075372219085693
